,Price
28051,"RM 13,800,000"
28052,"RM 3,750,000"
28053,"RM 580,000"
28054,"RM 1,580,000"
28055,"RM 1,050,000"
28056,"RM 2,500,000"
28057,"RM 5,010,000"
28058,"RM 4,030,000"
28059,"RM 4,157,000"
28060,"RM 4,705,000"
28061,"RM 3,450,000"
28062,"RM 1,300,000"
28063,"RM 500,000"
28064,"RM 1,632,000"
28065,"RM 1,000,000"
28066,"RM 2,500,000"
28067,"RM 1,980,000"
28068,"RM 3,177,720"
28069,"RM 1,650,000"
28070,"RM 6,500,000"
28071,"RM 630,000"
28072,"RM 1,500,000"
28073,"RM 660,000"
28074,"RM 1,600,000"
28075,"RM 800,000"
28076,"RM 598,000"
28077,"RM 505,000"
28078,"RM 458,000"
28079,"RM 7,500,000"
28080,"RM 1,150,000"
28081,"RM 690,000"
28082,"RM 1,100,000"
28083,"RM 250,000"
28084,"RM 1,480,000"
28085,"RM 23,000,000"
28086,"RM 615,000"
28087,"RM 697,000"
28088,"RM 667,000"
28089,"RM 2,200,000"
28090,"RM 850,000"
28091,"RM 1,360,000"
28092,"RM 1,280,000"
28093,"RM 610,000"
28094,"RM 5,300,000"
28095,"RM 4,380,000"
28096,"RM 5,800,000"
28097,"RM 4,400,000"
28098,"RM 5,600,000"
28099,"RM 1,200,000"
28100,"RM 500,000"
28101,"RM 7,534,038"
28102,"RM 720,000"
28103,"RM 590,000"
28104,"RM 998,000"
28105,"RM 1,350,000"
28106,"RM 3,480,000"
28107,"RM 598,000"
28108,"RM 1,680,000"
28109,"RM 15,000,000"
28110,"RM 900,000"
28111,"RM 4,000,000"
28112,"RM 580,000"
28113,"RM 450,000"
28114,"RM 390,000"
28115,"RM 750,000"
28116,"RM 380,000"
28117,"RM 460,000"
28118,"RM 920,000"
28119,"RM 379,999"
28120,"RM 550,000"
28121,"RM 433,000"
28122,"RM 423,000"
28123,"RM 425,000"
28124,"RM 390,000"
28125,"RM 1,100,000"
28126,"RM 299,000"
28127,"RM 1,200"
28128,"RM 1,580,000"
28129,"RM 2,850,000"
28130,"RM 1,088,000"
28131,"RM 560,000"
28132,"RM 340,000"
28133,"RM 799,000"
28134,"RM 750,000"
28135,"RM 750,000"
28136,"RM 530,000"
28137,"RM 5,638,000"
28138,"RM 790,000"
28139,"RM 2,400,000"
28140,"RM 520,000"
28141,"RM 420,000"
28142,"RM 560,000"
28143,"RM 1,800,000"
28144,"RM 618,000"
28145,"RM 1,200,000"
28146,"RM 660,000"
28147,"RM 1,150,000"
28148,"RM 440,000"
28149,"RM 650,000"
28150,"RM 1,350,000"
28151,"RM 1,450,000"
28152,"RM 890,000"
28153,"RM 315,900"
28154,"RM 1,400"
28155,"RM 2,980,000"
28156,"RM 3,200,000"
28157,"RM 886,000"
28158,"RM 560,000"
28159,"RM 1,200,000"
28160,"RM 525,000"
28161,"RM 550,000"
28162,"RM 528,000"
28163,"RM 480,000"
28164,"RM 3,200,000"
28165,"RM 648,000"
28166,"RM 6,490,000"
28167,"RM 376,000"
28168,"RM 4,300,000"
28169,"RM 7,500,000"
28170,"RM 668,000"
28171,"RM 730,000"
28172,"RM 850,000"
28173,"RM 3,980,000"
28174,"RM 3,900,000"
28175,"RM 5,180,000"
28176,"RM 4,800,000"
28177,"RM 5,000,000"
28178,"RM 4,900,000"
28179,"RM 185,000"
28180,"RM 3,900,000"
28181,"RM 4,300,000"
28182,"RM 4,000,000"
28183,"RM 4,200,000"
28184,"RM 510,000"
28185,"RM 440,000"
28186,"RM 580,000"
28187,"RM 499,000"
28188,"RM 1,085,000"
28189,"RM 435,000"
28190,"RM 700,000"
28191,
28192,"RM 2,300,000"
28193,"RM 1,300,000"
28194,"RM 1,100,000"
28195,"RM 420,000"
28196,"RM 310,000"
28197,"RM 420,000"
28198,"RM 637,000"
28199,"RM 1,300,000"
28200,"RM 2,250,000"
28201,"RM 880,000"
28202,"RM 600,000"
28203,"RM 880,000"
28204,"RM 1,450,000"
28205,"RM 360,000"
28206,"RM 1,150,000"
28207,"RM 340,000"
28208,"RM 689,000"
28209,"RM 460,000"
28210,"RM 1,200,000"
28211,"RM 850,000"
28212,"RM 1,300,000"
28213,"RM 170,000"
28214,"RM 500,000"
28215,"RM 555,000"
28216,"RM 700,000"
28217,"RM 1,800,000"
28218,"RM 2,300,000"
28219,"RM 3,200,000"
28220,"RM 3,000,000"
28221,"RM 3,480,000"
28222,"RM 3,280,000"
28223,"RM 1,730,000"
28224,"RM 2,300,000"
28225,"RM 365,000"
28226,"RM 1,350,000"
28227,"RM 12,800,000"
28228,"RM 680,000"
28229,"RM 760,000"
28230,"RM 600,000"
28231,"RM 628,000"
28232,"RM 528,000"
28233,"RM 525,000"
28234,"RM 588,000"
28235,"RM 4,197,095"
28236,"RM 750,000"
28237,"RM 800,000"
28238,"RM 2,800,000"
28239,"RM 3,834,800"
28240,"RM 760,000"
28241,"RM 530,000"
28242,"RM 479,000"
28243,"RM 1,550,000"
28244,"RM 420,000"
28245,"RM 730,000"
28246,"RM 580,000"
28247,"RM 250,000"
28248,"RM 570,000"
28249,"RM 1,550,000"
28250,"RM 2,200,000"
28251,"RM 195,000"
28252,"RM 388,000"
28253,"RM 645,000"
28254,"RM 6,000,000"
28255,"RM 538,000"
28256,"RM 1,960,000"
28257,"RM 1,480,000"
28258,"RM 890,000"
28259,"RM 530,000"
28260,"RM 3,350,000"
28261,"RM 330,000"
28262,"RM 270,000"
28263,"RM 895,000"
28264,"RM 1,200,000"
28265,"RM 1,100,000"
28266,"RM 540,000"
28267,"RM 415,000"
28268,"RM 400,000"
28269,"RM 420,000"
28270,"RM 570,000"
28271,"RM 370,000"
28272,"RM 530,000"
28273,"RM 1,900"
28274,"RM 1,180,000"
28275,"RM 990,000"
28276,"RM 630,000"
28277,"RM 190,000"
28278,"RM 1,700,000"
28279,"RM 670,000"
28280,"RM 538,000"
28281,"RM 820,000"
28282,"RM 628,000"
28283,"RM 750,000"
28284,"RM 610,000"
28285,"RM 560,000"
28286,"RM 560,000"
28287,"RM 650,000"
28288,"RM 598,000"
28289,"RM 625,000"
28290,"RM 814,500"
28291,"RM 3,300,000"
28292,"RM 3,700,000"
28293,"RM 430,000"
28294,"RM 1,350,000"
28295,"RM 1,723,000"
28296,"RM 1,995,000"
28297,"RM 500,000"
28298,"RM 1,100,000"
28299,"RM 1,750,000"
28300,"RM 2,050,000"
28301,"RM 880,000"
28302,"RM 730,000"
28303,"RM 820,000"
28304,"RM 1,330,000"
28305,"RM 900,000"
28306,"RM 1,450,000"
28307,"RM 2,680,000"
28308,"RM 660,000"
28309,"RM 1,050,000"
28310,"RM 1,480,000"
28311,"RM 1,090,000"
28312,"RM 1,289,000"
28313,"RM 1,299,000"
28314,"RM 1,300,000"
28315,"RM 1,299,000"
28316,"RM 1,299,000"
28317,"RM 829,000"
28318,"RM 560,000"
28319,"RM 1,299,000"
28320,"RM 630,000"
28321,"RM 1,490,000"
28322,"RM 420,000"
28323,"RM 10,000,000"
28324,"RM 660,000"
28325,"RM 700,000"
28326,"RM 3,700,000"
28327,"RM 4,000,000"
28328,"RM 1,280,000"
28329,"RM 2,400,000"
28330,"RM 2,300,000"
28331,"RM 3,252,000"
28332,"RM 1,780,000"
28333,"RM 2,500,000"
28334,"RM 3,500,000"
28335,"RM 960,000"
28336,"RM 900,000"
28337,"RM 1,100,000"
28338,"RM 2,000,000"
28339,"RM 900,000"
28340,"RM 2,600,000"
28341,"RM 4,200,000"
28342,"RM 650,000"
28343,"RM 625,000"
28344,"RM 1,380,000"
28345,"RM 2,290,000"
28346,"RM 1,300,000"
28347,"RM 3,200,000"
28348,"RM 750,000"
28349,"RM 750,000"
28350,"RM 3,050,000"
28351,"RM 330,000"
28352,"RM 370,000"
28353,"RM 240,000"
28354,"RM 300,000"
28355,"RM 465,000"
28356,"RM 370,000"
28357,"RM 315,000"
28358,"RM 365,000"
28359,"RM 390,000"
28360,"RM 395,000"
28361,"RM 800,000"
28362,"RM 1,100,000"
28363,"RM 950,000"
28364,"RM 1,200,000"
28365,"RM 990,000"
28366,"RM 290,000"
28367,"RM 1,157,000"
28368,"RM 295,000"
28369,"RM 650,000"
28370,"RM 380,000"
28371,"RM 550,000"
28372,"RM 440,000"
28373,"RM 325,000"
28374,"RM 638,000"
28375,"RM 650,000"
28376,"RM 950,000"
28377,"RM 730,000"
28378,"RM 300,000"
28379,"RM 870,000"
28380,"RM 610,000"
28381,"RM 1,950,000"
28382,"RM 1,600,000"
28383,"RM 2,600,000"
28384,"RM 2,380,000"
28385,"RM 680,000"
28386,"RM 990,000"
28387,"RM 8,500,000"
28388,"RM 1,140,000"
28389,"RM 1,500,000"
28390,"RM 1,250,000"
28391,"RM 1,600,000"
28392,"RM 1,380,000"
28393,"RM 1,750,000"
28394,"RM 1,000,000"
28395,"RM 850,000"
28396,"RM 680,000"
28397,"RM 1,080,000"
28398,"RM 1,100,000"
28399,"RM 5,200,000"
28400,"RM 25,000,000"
28401,"RM 670,000"
28402,"RM 4,390,000"
28403,"RM 2,550,000"
28404,"RM 710,000"
28405,"RM 700,000"
28406,"RM 700,000"
28407,"RM 700,000"
28408,"RM 2,600,000"
28409,"RM 12,500,000"
28410,"RM 7,500,000"
28411,"RM 700,000"
28412,"RM 650,000"
28413,"RM 1,400,000"
28414,"RM 700,000"
28415,"RM 3,700,000"
28416,"RM 3,700,000"
28417,"RM 8,720,000"
28418,"RM 850,000"
28419,"RM 2,550,000"
28420,"RM 660,000"
28421,"RM 1,290,000"
28422,"RM 1,650,000"
28423,"RM 2,350,000"
28424,"RM 1,860,000"
28425,"RM 5,350,000"
28426,"RM 4,530,000"
28427,"RM 1,280,000"
28428,"RM 4,000,000"
28429,"RM 4,130,000"
28430,"RM 6,900,000"
28431,"RM 670,000"
28432,"RM 680,000"
28433,"RM 450,000"
28434,"RM 3,480,000"
28435,"RM 2,600"
28436,"RM 1,200,000"
28437,"RM 530,000"
28438,"RM 560,000"
28439,"RM 560,000"
28440,"RM 657,000"
28441,"RM 657,000"
28442,"RM 2,100,000"
28443,"RM 2,100,000"
28444,"RM 5,500,000"
28445,"RM 7,600,000"
28446,"RM 4,800,000"
28447,"RM 3,100,000"
28448,"RM 2,400,000"
28449,"RM 368,000"
28450,"RM 1,580,000"
28451,"RM 1,900,000"
28452,"RM 630,000"
28453,"RM 7,080,000"
28454,"RM 1,700,000"
28455,"RM 2,600,000"
28456,"RM 2,150,000"
28457,"RM 2,050,000"
28458,"RM 1,000,000"
28459,"RM 1,750,000"
28460,"RM 537,000"
28461,"RM 1,900,000"
28462,"RM 553,000"
28463,"RM 460,000"
28464,"RM 370,000"
28465,"RM 1,700,000"
28466,"RM 1,300,000"
28467,"RM 639,000"
28468,"RM 2,400,000"
28469,"RM 1,170,000"
28470,"RM 1,120,000"
28471,"RM 5,600,000"
28472,"RM 1,000,000"
28473,"RM 1,000,000"
28474,"RM 2,300,000"
28475,"RM 360,000"
28476,"RM 420,000"
28477,"RM 520,000"
28478,"RM 470,000"
28479,"RM 1,180,000"
28480,"RM 51,281,010"
28481,"RM 620,000"
28482,"RM 938,000"
28483,
28484,"RM 1,035,000"
28485,"RM 1,040,000"
28486,"RM 1,053,000"
28487,"RM 1,400,000"
28488,"RM 1,200,000"
28489,"RM 1,560,000"
28490,"RM 1,450,000"
28491,"RM 1,480,000"
28492,"RM 1,480,000"
28493,"RM 599,000"
28494,"RM 928,000"
28495,"RM 850,000"
28496,"RM 730,000"
28497,"RM 330,000"
28498,"RM 630,000"
28499,"RM 850,000"
28500,"RM 750,000"
28501,"RM 475,000"
28502,"RM 1,000,000"
28503,"RM 475,000"
28504,"RM 715,000"
28505,"RM 670,000"
28506,"RM 675,000"
28507,"RM 950,000"
28508,"RM 800,000"
28509,"RM 570,000"
28510,"RM 930,000"
28511,"RM 760,000"
28512,"RM 510,000"
28513,"RM 640,000"
28514,"RM 660,000"
28515,"RM 1,650,000"
28516,"RM 2,000,000"
28517,"RM 370,000"
28518,"RM 430,000"
28519,"RM 1,400,000"
28520,"RM 980,000"
28521,"RM 750,000"
28522,"RM 1,300,000"
28523,"RM 700,000"
28524,"RM 1,650,000"
28525,"RM 750,000"
28526,"RM 1,650,000"
28527,"RM 488,036"
28528,"RM 646,000"
28529,"RM 755,000"
28530,"RM 2,500,000"
28531,"RM 561,000"
28532,"RM 540,000"
28533,"RM 9,500,000"
28534,"RM 11,800,000"
28535,"RM 9,500,000"
28536,"RM 8,180,000"
28537,"RM 930,000"
28538,"RM 1,050,000"
28539,"RM 858,000"
28540,"RM 558,000"
28541,"RM 286,200"
28542,"RM 799,000"
28543,"RM 1,230,000"
28544,"RM 468,000"
28545,"RM 2,750,000"
28546,"RM 625,000"
28547,"RM 660,000"
28548,"RM 240,000"
28549,"RM 848,000"
28550,"RM 740,000"
28551,"RM 850,000"
28552,"RM 1,480,000"
28553,"RM 450,000"
28554,"RM 380,000"
28555,"RM 1,999,000"
28556,"RM 150,000"
28557,"RM 589,000"
28558,"RM 6,200,000"
28559,"RM 1,200,000"
28560,"RM 2,780,000"
28561,"RM 400,000"
28562,"RM 1,120,000"
28563,"RM 2,500,000"
28564,"RM 580,000"
28565,"RM 400,000"
28566,"RM 620,000"
28567,"RM 1,450,000"
28568,"RM 3,200,000"
28569,"RM 3,180,000"
28570,"RM 880,000"
28571,"RM 760,000"
28572,"RM 2,200,000"
28573,"RM 1,750,000"
28574,"RM 1,100,000"
28575,"RM 1,230,000"
28576,"RM 1,110,000"
28577,"RM 850,000"
28578,"RM 900,000"
28579,"RM 660,000"
28580,"RM 630,000"
28581,"RM 1,000,000"
28582,"RM 1,000,000"
28583,"RM 880,000"
28584,"RM 640,000"
28585,"RM 300,000"
28586,"RM 309,000"
28587,"RM 950,000"
28588,"RM 4,330,000"
28589,"RM 1,550,000"
28590,"RM 850,000"
28591,"RM 1,100,000"
28592,"RM 1,650,000"
28593,"RM 1,050,000"
28594,"RM 1,000,000"
28595,"RM 540,000"
28596,"RM 1,450,000"
28597,"RM 8,800,000"
28598,"RM 550,000"
28599,"RM 4,800,000"
28600,"RM 1,150,000"
28601,"RM 1,380,000"
28602,"RM 3,100,000"
28603,"RM 900,000"
28604,"RM 6,500,000"
28605,"RM 1,350,000"
28606,"RM 8,580,000"
28607,"RM 4,500,000"
28608,"RM 2,400,000"
28609,"RM 1,000,000"
28610,"RM 1,400,000"
28611,"RM 3,938,715"
28612,"RM 1,380,000"
28613,"RM 3,500,000"
28614,"RM 1,280,000"
28615,"RM 8,580,000"
28616,"RM 8,580,000"
28617,"RM 850,000"
28618,"RM 630,000"
28619,"RM 840,000"
28620,"RM 2,800,000"
28621,"RM 540,000"
28622,"RM 700,000"
28623,"RM 500,000"
28624,"RM 4,200,000"
28625,"RM 12,000,000"
28626,"RM 2,100,000"
28627,"RM 1,200,000"
28628,"RM 1,350,000"
28629,"RM 7,875,000"
28630,"RM 4,936,800"
28631,"RM 7,790,000"
28632,"RM 600,000"
28633,"RM 4,900,000"
28634,"RM 8,840,000"
28635,"RM 650,000"
28636,"RM 960,000"
28637,"RM 4,700,000"
28638,"RM 650,000"
28639,"RM 600,000"
28640,"RM 680,000"
28641,"RM 1,050,000"
28642,"RM 4,380,000"
28643,"RM 3,850,000"
28644,"RM 980,000"
28645,"RM 399,000"
28646,"RM 558,000"
28647,"RM 430,000"
28648,"RM 160,000"
28649,"RM 1,650,000"
28650,"RM 600,000"
28651,"RM 300,000"
28652,"RM 3,800,000"
28653,"RM 1,800,000"
28654,"RM 1,850,000"
28655,"RM 1,230,000"
28656,"RM 3,300,000"
28657,"RM 630,000"
28658,"RM 5,150,000"
28659,"RM 3,850,000"
28660,"RM 1,550,000"
28661,"RM 1,480,000"
28662,"RM 7,800,000"
28663,"RM 1,480,946"
28664,"RM 2,250,000"
28665,"RM 4,600,000"
28666,"RM 3,688,000"
28667,"RM 2,630,000"
28668,"RM 488,000"
28669,"RM 488,000"
28670,"RM 360,000"
28671,"RM 360,000"
28672,"RM 335,000"
28673,"RM 340,000"
28674,"RM 1,100,000"
28675,"RM 420,000"
28676,"RM 1,400,000"
28677,"RM 2,888,000"
28678,"RM 1,750,000"
28679,"RM 570,000"
28680,"RM 1,000,000"
28681,"RM 2,950,000"
28682,"RM 3,150,000"
28683,"RM 3,500"
28684,"RM 1,250,000"
28685,"RM 2,300,000"
28686,"RM 1,250,000"
28687,"RM 1,190,000"
28688,"RM 1,390,000"
28689,"RM 1,080,000"
28690,"RM 1,080,000"
28691,"RM 1,080,000"
28692,"RM 1,080,000"
28693,"RM 1,400,000"
28694,"RM 1,400,000"
28695,"RM 1,400,000"
28696,"RM 1,400,000"
28697,"RM 1,080,000"
28698,"RM 1,400,000"
28699,"RM 5,000,000"
28700,"RM 1,900,000"
28701,"RM 1,550,000"
28702,"RM 1,600,000"
28703,"RM 1,950,000"
28704,"RM 1,506,300"
28705,"RM 1,550,000"
28706,"RM 8,000,000"
28707,"RM 1,080,000"
28708,"RM 4,700,000"
28709,"RM 2,880,000"
28710,"RM 2,480,000"
28711,"RM 940,000"
28712,"RM 1,470,000"
28713,"RM 1,880,000"
28714,"RM 2,000,000"
28715,"RM 1,650,000"
28716,"RM 2,950,000"
28717,"RM 2,100,000"
28718,"RM 1,950,000"
28719,"RM 2,600,000"
28720,"RM 2,480,000"
28721,"RM 1,200,000"
28722,"RM 1,780,000"
28723,"RM 1,380,000"
28724,"RM 4,850,000"
28725,"RM 1,934,400"
28726,"RM 4,800,000"
28727,"RM 5,450,000"
28728,"RM 2,900,000"
28729,"RM 2,600,000"
28730,"RM 6,950,000"
28731,"RM 4,650,000"
28732,"RM 3,800,000"
28733,"RM 5,500,000"
28734,"RM 2,680,000"
28735,"RM 2,318,000"
28736,"RM 1,750,000"
28737,"RM 7,600,000"
28738,"RM 5,570,000"
28739,"RM 8,680,000"
28740,"RM 4,418,925"
28741,"RM 2,116,125"
28742,"RM 2,942,625"
28743,"RM 870,000"
28744,"RM 5,200,000"
28745,"RM 4,650,000"
28746,"RM 9,980,000"
28747,"RM 3,200,000"
28748,"RM 4,200,000"
28749,"RM 3,700,000"
28750,"RM 6,800,000"
28751,"RM 6,500,000"
28752,"RM 3,900,000"
28753,"RM 2,500,000"
28754,"RM 6,500,000"
28755,"RM 1,500,000"
28756,"RM 22,500,000"
28757,"RM 16,500,000"
28758,"RM 2,280,000"
28759,"RM 840,000"
28760,"RM 1,355,000"
28761,"RM 1,120,000"
28762,"RM 330,000"
28763,"RM 3,000,000"
28764,"RM 1,355,000"
28765,"RM 850,000"
28766,"RM 2,600,000"
28767,"RM 850,000"
28768,"RM 870,000"
28769,"RM 380,000"
28770,"RM 1,700,000"
28771,"RM 825,000"
28772,"RM 2,334,400"
28773,"RM 425,000"
28774,"RM 670,000"
28775,"RM 680,000"
28776,"RM 605,000"
28777,"RM 848,000"
28778,"RM 3,200,000"
28779,"RM 3,700,000"
28780,"RM 2,280,000"
28781,"RM 1,960,000"
28782,"RM 760,000"
28783,"RM 1,550,000"
28784,"RM 368,000"
28785,"RM 6,500,000"
28786,"RM 2,950,000"
28787,"RM 2,750,000"
28788,"RM 1,500,000"
28789,"RM 520,000"
28790,"RM 400,000"
28791,"RM 415,000"
28792,"RM 400,000"
28793,"RM 668,000"
28794,"RM 790,000"
28795,"RM 1,450,000"
28796,"RM 780,000"
28797,"RM 1,500,000"
28798,"RM 1,395,000"
28799,"RM 1,780,000"
28800,"RM 558,000"
28801,"RM 3,080,000"
28802,"RM 750,000"
28803,"RM 12,600,000"
28804,"RM 1,550,000"
28805,"RM 1,750,000"
28806,"RM 1,700,000"
28807,"RM 538,000"
28808,"RM 2,500,000"
28809,"RM 310,000"
28810,"RM 1,100,000"
28811,"RM 850,000"
28812,"RM 1,450,000"
28813,"RM 3,500,000"
28814,"RM 1,410,000"
28815,"RM 4,400,000"
28816,"RM 1,250,000"
28817,"RM 750,000"
28818,"RM 1,550,000"
28819,"RM 475,000"
28820,"RM 510,000"
28821,"RM 1,900,000"
28822,"RM 600,000"
28823,"RM 520,000"
28824,"RM 450,000"
28825,"RM 620,000"
28826,"RM 739,888"
28827,"RM 1,150,000"
28828,"RM 930,000"
28829,"RM 818,000"
28830,"RM 620,000"
28831,"RM 790,000"
28832,"RM 630,000"
28833,"RM 650,000"
28834,"RM 1,480,000"
28835,"RM 1,750,000"
28836,"RM 1,380,000"
28837,"RM 1,370,000"
28838,"RM 288,000"
28839,"RM 378,000"
28840,"RM 840,000"
28841,"RM 455,000"
28842,"RM 430,000"
28843,"RM 420,000"
28844,"RM 425,000"
28845,"RM 425,000"
28846,"RM 615,000"
28847,"RM 410,000"
28848,"RM 1,680,000"
28849,"RM 2,580,000"
28850,"RM 550,000"
28851,"RM 1,400,000"
28852,"RM 3,560,000"
28853,"RM 460,000"
28854,"RM 390,000"
28855,"RM 530,000"
28856,"RM 3,616,000"
28857,"RM 680,000"
28858,"RM 5,000,000"
28859,"RM 1,520,000"
28860,"RM 540,000"
28861,"RM 578,610"
28862,"RM 2,700,000"
28863,"RM 3,500,000"
28864,"RM 7,380,000"
28865,"RM 1,000,000"
28866,"RM 2,421,000"
28867,"RM 1,590,000"
28868,"RM 3,500,000"
28869,"RM 880,000"
28870,"RM 630,000"
28871,"RM 1,100,000"
28872,"RM 1,180,000"
28873,"RM 1,030,000"
28874,"RM 1,020,000"
28875,"RM 1,710,000"
28876,"RM 1,010,000"
28877,"RM 1,000,000"
28878,"RM 1,238,800"
28879,"RM 1,386,000"
28880,"RM 1,200,000"
28881,"RM 2,200,000"
28882,"RM 640,000"
28883,"RM 350,000"
28884,"RM 350,000"
28885,"RM 509,888"
28886,"RM 588,000"
28887,"RM 598,000"
28888,"RM 510,000"
28889,"RM 3,100,000"
28890,"RM 660,000"
28891,"RM 1,800,000"
28892,"RM 2,900,000"
28893,"RM 3,280,000"
28894,"RM 542,700"
28895,"RM 12,500,000"
28896,"RM 1,726,560"
28897,"RM 4,006,759"
28898,"RM 4,380,000"
28899,"RM 470,000"
28900,"RM 360,000"
28901,"RM 310,000"
28902,"RM 2,050,000"
28903,"RM 3,280,000"
28904,"RM 2,500,000"
28905,"RM 2,000,000"
28906,"RM 900,000"
28907,"RM 850,000"
28908,"RM 360,000"
28909,"RM 3,600"
28910,"RM 2,700"
28911,"RM 685,000"
28912,"RM 930,000"
28913,"RM 928,000"
28914,"RM 1,280,000"
28915,"RM 2,850,000"
28916,"RM 4,300,000"
28917,"RM 1,700,000"
28918,"RM 2,700,000"
28919,"RM 3,500,000"
28920,"RM 12,000"
28921,"RM 4,600,000"
28922,"RM 240,000"
28923,"RM 1,830,000"
28924,"RM 1,480,000"
28925,"RM 2,240,000"
28926,"RM 4,800,000"
28927,"RM 3,250,000"
28928,"RM 1,250,000"
28929,"RM 2,299,988"
28930,"RM 2,299,988"
28931,"RM 2,299,988"
28932,"RM 450,000"
28933,"RM 3,300,000"
28934,"RM 530,000"
28935,"RM 535,000"
28936,"RM 4,500,000"
28937,"RM 5,000,000"
28938,"RM 850,000"
28939,"RM 838,000"
28940,"RM 395,000"
28941,"RM 738,000"
28942,"RM 708,000"
28943,"RM 558,000"
28944,"RM 1,900,000"
28945,"RM 4,680,000"
28946,"RM 868,000"
28947,"RM 715,000"
28948,"RM 1,930,000"
28949,"RM 870,000"
28950,"RM 495,000"
28951,"RM 3,650,000"
28952,"RM 1,380,000"
28953,"RM 1,600,000"
28954,"RM 2,580,000"
28955,"RM 2,900,000"
28956,"RM 515,000"
28957,"RM 1,180,000"
28958,"RM 985,000"
28959,"RM 12,000,000"
28960,"RM 3,700,000"
28961,"RM 2,050,000"
28962,"RM 4,000,000"
28963,"RM 1,180,000"
28964,"RM 4,580,000"
28965,"RM 1,080,000"
28966,"RM 664,224"
28967,"RM 5,380,000"
28968,"RM 3,400,000"
28969,"RM 2,380,000"
28970,"RM 2,550,000"
28971,"RM 930,000"
28972,"RM 399,000"
28973,"RM 319,000"
28974,"RM 528,000"
28975,"RM 688,000"
28976,"RM 1,779,560"
28977,"RM 1,180,000"
28978,"RM 635,000"
28979,"RM 2,300,000"
28980,"RM 10,000,000"
28981,"RM 3,400,000"
28982,"RM 298,000"
28983,"RM 510,000"
28984,"RM 303,000"
28985,"RM 490,000"
28986,"RM 650,000"
28987,"RM 303,750"
28988,"RM 1,080,000"
28989,"RM 450,000"
28990,"RM 510,000"
28991,"RM 1,248,000"
28992,"RM 550,000"
28993,"RM 2,200,000"
28994,"RM 5,047,350"
28995,"RM 5,166,950"
28996,"RM 5,129,000"
28997,"RM 4,718,450"
28998,"RM 1,950,000"
28999,"RM 2,500,000"
29000,"RM 5,300,000"
29001,"RM 2,500,000"
29002,"RM 2,500,000"
29003,"RM 600,000"
29004,"RM 1,900,000"
29005,"RM 8,000,000"
29006,"RM 1,450,000"
29007,"RM 2,150,000"
29008,"RM 1,967,750"
29009,"RM 2,300,000"
29010,"RM 3,400,000"
29011,"RM 4,375,000"
29012,"RM 1,350,000"
29013,"RM 1,865,760"
29014,"RM 5,000,000"
29015,"RM 1,415,700"
29016,"RM 3,000,000"
29017,"RM 2,300,000"
29018,"RM 1,450,000"
29019,"RM 3,000,000"
29020,"RM 2,174,400"
29021,"RM 2,532,600"
29022,"RM 1,600,000"
29023,"RM 1,439,536"
29024,"RM 2,000,000"
29025,"RM 450,000"
29026,"RM 538,000"
29027,"RM 387,000"
29028,"RM 1,818,500"
29029,"RM 1,750,000"
29030,"RM 393,660"
29031,"RM 486,000"
29032,"RM 120,000"
29033,"RM 420,000"
29034,"RM 1,350,000"
29035,"RM 1,038,000"
29036,"RM 1,038,000"
29037,"RM 1,169,000"
29038,"RM 1,140,000"
29039,"RM 520,000"
29040,"RM 1,300,000"
29041,"RM 348,000"
29042,"RM 349,999"
29043,"RM 478,000"
29044,"RM 440,000"
29045,"RM 419,999"
29046,"RM 418,000"
29047,"RM 400,000"
29048,"RM 440,000"
29049,"RM 450,000"
29050,"RM 450,000"
29051,"RM 420,000"
29052,"RM 400,000"
29053,"RM 900,000"
29054,"RM 530,000"
29055,"RM 410,000"
29056,"RM 600,000"
29057,"RM 395,000"
29058,"RM 1,300,000"
29059,"RM 1,300,000"
29060,"RM 1,300,000"
29061,"RM 12,800,000"
29062,"RM 980,000"
29063,"RM 1,600,000"
29064,"RM 1,600,000"
29065,"RM 1,130,000"
29066,"RM 340,000"
29067,"RM 920,000"
29068,"RM 1,818,500"
29069,"RM 490,000"
29070,"RM 2,599"
29071,"RM 630,000"
29072,"RM 930,000"
29073,"RM 1,100,000"
29074,"RM 950,000"
29075,"RM 950,000"
29076,"RM 830,000"
29077,"RM 800,000"
29078,"RM 830,000"
29079,"RM 1,071,630"
29080,"RM 1,436,000"
29081,"RM 800,000"
29082,"RM 485,000"
29083,"RM 1,880,000"
29084,"RM 960,000"
29085,"RM 455,000"
29086,"RM 470,000"
29087,"RM 1,150,000"
29088,"RM 290,000"
29089,"RM 695,000"
29090,"RM 465,000"
29091,"RM 1,110,000"
29092,"RM 440,000"
29093,"RM 720,000"
29094,"RM 1,488,000"
29095,"RM 500,000"
29096,"RM 3,600,000"
29097,"RM 1,400,000"
29098,"RM 3,850,000"
29099,"RM 1,500,000"
29100,"RM 1,500,000"
29101,"RM 2,350,000"
29102,"RM 980,000"
29103,"RM 1,144,000"
29104,"RM 1,300,000"
29105,"RM 3,600"
29106,"RM 1,350,000"
29107,"RM 975,000"
29108,"RM 1,350,000"
29109,"RM 650,000"
29110,"RM 495,000"
29111,"RM 688,000"
29112,"RM 720,000"
29113,"RM 1,780,000"
